actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
388,NGO_388,Shi'a,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Shi'a is a representative of communities/tribes in Kurdistan.,
389,NGO_389,Sunni,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Sunni is a representative of communities/tribes in Kurdistan.,
390,NGO_390,Turkmen,Civil Society,Communities and tribes,,, ,Kurdistan,,Europe,,,,1.0,,,,,,,Turkmen is a representative of communities/tribes in Kurdistan.,
391,IGO_391,United Nations Secretariat,Intergovernmental Organization,,,UN Secretariat,,,,,United Nations,1.0,,,,,,,,,United Nations Secretariat None is an office of the United Nations.,United Nations Secretariat | Secretariat Of The United Nations | U.N. Secretariat | Un Secretariat | United Nations Secretariat United Nations Human Settlement Programme United Nations Development Programme
392,CON_392,Malawi,Country/State,,,,MWI,Malawi,553.0,Africa,,,,,,3912.0,Government of Malawi,https://ucdp.uu.se/actor/3912,Government of Malawi (2014-),,Malawi is a Country/state in Africa.,Malawi | Republic Malawi
393,ARM_393,Somalia Reconciliation and Restoration Council,Armed Organization,,,SRRC,SOM,Somalia,520.0,Africa,,,,,,504.0,SRRC,https://ucdp.uu.se/actor/504,SRRC: Somalia Reconciliation and Restoration Council,,Somalia Reconciliation and Restoration Council None is an Armed Organization based in Somalia.,
394,CON_394,Romania,Country/State,,,,ROU,Romania,360.0,Europe,,,,,,56.0,Government of Romania,https://ucdp.uu.se/actor/56,Government of Romania (2021-),Government of Romania (2019-2020) | Government of Romania (2020-2021) | Government of Romania (2021-) | Government of Romania (2016-2019),Romania is a Country/state in Europe.,Romania
395,CON_395,Pakistan,Country/State,,,,PAK,Pakistan,770.0,Asia,,,,,,142.0,Government of Pakistan,https://ucdp.uu.se/actor/142,Government of Pakistan (2018-2022),Government of Pakistan (2008-2013) | Government of Pakistan (2013-2018) | Government of Pakistan (2018-2022),Pakistan is a Country/state in Asia.,Pakistan | Islamic Republic Pakistan | Government Islamic Republic | Government Islamic Republic Pakistan | Pakistani Government | Pakistani
396,POL_396,Democratic Party of Ivory Coast,Political Party,,,PDCI,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,,,Democratic Party of Ivory Coast None is a Political Party based in Côte d'Ivoire (Ivory Coast).,
397,CON_397,Nicaragua,Country/State,,,,NIC,Nicaragua,93.0,Americas,,,,,,14.0,Government of Nicaragua,https://ucdp.uu.se/actor/14,Government of Nicaragua (2007-),,Nicaragua is a Country/state in Americas.,Nicaragua | Republic Nicaragua | Nicaraguan Govt General
398,OTH_398,East Timor Police Force,Other,,,,TLS,Timor-Leste,860.0,Asia,,,,1.0,,,,,,,East Timor Police Force is an Other actor.,
399,CON_399,East Timor,Country/State,,,,TLS,Timor-Leste,860.0,Asia,,,,,,,,,Government of East Timor (2018-),,East Timor is a Country/state in Asia.,East Timor | TIMOR-LESTE
400,ARM_400,National Congress for Timorese Reconstruction,Armed Organization,,,CRNT,TLS,Timor-Leste,860.0,Asia,,,,,,,,,,,National Congress for Timorese Reconstruction None is an Armed Organization based in Timor-Leste.,Congresso Nacional de ReconstruÃ§Ã£o de Timor
401,POL_401,Pro-Integration Party,Political Party,,,,TLS,Timor-Leste,860.0,Asia,,,,,,,,,,,Pro-Integration Party None is a Political Party based in Timor-Leste.,
402,ARM_402,Eastern Front,Armed Organization,,,,SDN,Sudan,625.0,Africa,,,,,,,,,Eastern Front,,Eastern Front None is an Armed Organization based in Sudan.,
403,POL_403,Democratic Party of Albanians,Political Party,,,,ALB,Albania,339.0,Europe,,,,,,,,,,,Democratic Party of Albanians None is a Political Party based in Albania.,
404,POL_404,Social Democratic Union of Macedonia,Political Party,,,,MKD,North Macedonia,343.0,Europe,,,,,,,,,,,Social Democratic Union of Macedonia None is a Political Party based in North Macedonia.,
405,IGO_405,United Nations Mission in Bosnia and Herzegovina (UNMIBH),Intergovernmental Organization,,,UNMIBH,,,,,UN Mission,1.0,,,,,,,,,United Nations Mission in Bosnia and Herzegovina (UNMIBH) None is a mission led by the United Nations.,United Nations Mission in Bosnia and Herzegovina
406,IGO_406,North Atlantic Treaty Organization,Intergovernmental Organization,,,NATO,,,,,,1.0,,,,,,,,,North Atlantic Treaty Organization None is an international intergovernmental organization.,North Atlantic Treaty Organization | NATO | North Atlantic Treaty Organisation | North Atlantic Treaty Organization Alija | North Atlantic Treaty Org | North Atlantic Treaty Organization (NATO) | North Atlantic Treaty Organization  Alija
407,ARM_407,Mai Mai,Armed Organization,,,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,648.0,Mayi Mayi,https://ucdp.uu.se/actor/648,Mayi Mayi Militia (Reunion-FPLC: Popular Forces for the Defence of Congo),,"Mai Mai None is an Armed Organization based in Congo, Democratic Republic of the.",Mai-Mai | the Mai-Mai | Mayi Mayi
408,ARM_408,National Resistance Army,Armed Organization,,,NRA,UGA,Uganda,500.0,Africa,,,,,,481.0,NRA,https://ucdp.uu.se/actor/481,,,National Resistance Army None is an Armed Organization based in Uganda.,
409,ENT_409,Guadalcanal Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Guadalcanal Province is an entity (Solomon Islands).,
410,IGO_410,Commonwealth of Nations,Intergovernmental Organization,,,Commonwealth,,,,,,1.0,,,,,,,,,Commonwealth of Nations None is an international intergovernmental organization.,The British Commonwealth | British Commonwealth | Commonwealth Of Nations | the Commonwealth | Commonwealth | Commonwealth Nations | Commonwealth Organization
411,ENT_411,Choiseul Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Choiseul Province is an entity (Solomon Islands).,
412,ENT_412,Central Islands Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Central Islands Province is an entity (Solomon Islands).,
413,ENT_413,Malaita Province,Entity,,,,SLB,Solomon Islands,940.0,Oceania,,,,,,,,,,,Malaita Province is an entity (Solomon Islands).,
414,ARM_414,Congolese Rally for Democracy-Liberation Movement,Armed Organization,,,RCD-ML,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,425.0,RCD-ML ,https://ucdp.uu.se/actor/425,RCD-K-ML: Rally for Congolese Democracy-Kisangani-Liberation Movement,,"Congolese Rally for Democracy-Liberation Movement None is an Armed Organization based in Congo, Democratic Republic of the.",
415,ARM_415,Congolese Rally for Democracy-National,Armed Organization,,,RCD-N,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,,,653.0,RCD-N,https://ucdp.uu.se/actor/653,,RCD: Rally for Congolese Democracy,"Congolese Rally for Democracy-National None is an Armed Organization based in Congo, Democratic Republic of the.",
416,NGO_416,Forces Vives of the Nation ,Civil Society,Non-governmental Organization,Other,,COD,"Congo, Democratic Republic of the",490.0,Africa,,,,1.0,,,,,,,"Forces Vives of the Nation  is a non-governmental organisation/civil society representative based in Congo, Democratic Republic of the.",
418,ENT_418,Kosovo,Entity,,,, ,Kosovo,347.0,Europe,,,,,,,,,,,Kosovo is an entity (Kosovo).,
419,CON_419,Saudi Arabia,Country/State,,,,SAU,Saudi Arabia,670.0,Asia,,,,,,122.0,Government of Saudi Arabia,https://ucdp.uu.se/actor/122,Government of Saudi Arabia (2015-),,Saudi Arabia is a Country/state in Asia.,Saudi Arabia | Kingdom Saudi Arabia | Kingdom Saudi Arabia :
420,MIL_420,Armed Forces of Côte d’Ivoire,Military,,,,CIV,Côte d'Ivoire (Ivory Coast),437.0,Africa,,,,,,,,,Military Forces of the Ivory Coast (2011-),Military Forces of the Ivory Coast (1993-1999) | Military Forces of the Ivory Coast (2000-2011) | Military Forces of the Ivory Coast (2011-) Fire Fighter Corps | Military Forces of the Ivory Coast (2011-) Gendarmerie | Military Forces of the Ivory Coast (2011-) Presidential Security Unit | Military Forces of the Ivory Coast (2011-) Special Forces,Armed Forces of Côte d’Ivoire refers to the military/army of Côte d'Ivoire (Ivory Coast).,Defence and Security Forces of Côte d’Ivoire | COIA
422,POL_422,Movement for the Liberation of the Central African People,Political Party,,,MLPC,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Movement for the Liberation of the Central African People None is a Political Party based in Central African Republic.,Mouvement pour la Libération du Peuple Centrafricain
423,NGO_423,OFCA,Civil Society,Non-governmental Organization,Women,,CAF,Central African Republic,482.0,Africa,,,,1.0,1.0,,,,,,OFCA is a civil society representative for women in Central African Republic.,Organisation des femmes centrafricaines | Organisation des Femmes de Centrafrique | Central African Women's Organization
424,POL_424,Movement for Democracy and Development,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,446.0,MDD,https://ucdp.uu.se/actor/446,,,Movement for Democracy and Development None is a Political Party based in Central African Republic.,
425,NGO_425,Trade Unions,Civil Society,Unions,,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,Trade Unions is a representative of unions in Central African Republic.,
426,POL_426,Alliance for Democracy and Progress,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Alliance for Democracy and Progress None is a Political Party based in Central African Republic.,
427,POL_427,Civic Forum,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Civic Forum None is a Political Party based in Central African Republic.,
428,NGO_428,FNEC,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,FNEC is a non-governmental organisation/civil society representative based in Central African Republic.,Fédération Nationale des Éleveurs Centrafricains | National Federation of Central African Breeders
429,NGO_429,KOLI-OUALI GALA,Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,KOLI-OUALI GALA is a non-governmental organisation/civil society representative based in Central African Republic.,
430,MIL_430,Armed Forces of Central African Republic,Military,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,Military Forces of the Central African Republic (2016-),Military Forces of the Central African Republic (2003-2013) |  Military Forces of the Central African Republic (2014-2016),Armed Forces of Central African Republic refers to the military/army of Central African Republic.,
431,POL_431,Political Parties,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Political Parties None is a Political Party based in Central African Republic.,
432,POL_432,Patritotic Front for Progress,Political Party,,,,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Patritotic Front for Progress None is a Political Party based in Central African Republic.,
433,NGO_433,Central African Islamic community,Civil Society,Religious,,,,,,,,,,,,,,,,,Central African Islamic community is a religious representative.,
434,NGO_434,Evangelical Baptist Church in the Central African Republic,Civil Society,Religious,,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,Evangelical Baptist Church in the Central African Republic is a religious representative.,
435,ARM_435,Rwandan Patriotic Front,Armed Organization,,,FPR,RWA,Rwanda,517.0,Africa,,,,,,527.0,FPR,https://ucdp.uu.se/actor/527,,,Rwandan Patriotic Front None is an Armed Organization based in Rwanda.,Front patriotique rwandais | RPFâ€“Inkotanyi
436,IGO_436,European Commission,Intergovernmental Organization,Regional,,EU Commission,,,,Europe,,,1.0,,,,,,,,European Commission None is an regional intergovernmental organization based in Europe.,European Commission | EU Commission | Commission European Union | European Union  Delegation European Commission | Delegation of the European Commission
437,IGO_437,World Bank,Intergovernmental Organization,,,WB,,,,,,1.0,,,,,,,,,World Bank None is an international intergovernmental organization.,World Bank | World Bank Group | WB | IBRD | International Bank for Reconstruction and Development (World Bank)
438,IGO_438,International Monetary Fund,Intergovernmental Organization,,,IMF,,,,,,1.0,,,,,,,,,International Monetary Fund None is an international intergovernmental organization.,International Monetary Fund | IMF | Intl Monetary Fund | Red Crescent Societies  International Fund Agricultural Development  International Labor Organization  International Monetary Fund  International Organization Migration  Multilateral Investment Guarantee Agency
439,IGO_439,African Development Bank,Intergovernmental Organization,Regional,,AFDB,,,,Africa,,,1.0,,,,,,,,African Development Bank None is an regional intergovernmental organization based in Africa.,African Development Bank | AFDB | Banco Africano De Desenvolvimento | BAD | Banque Africaine De DÃ©veloppement | Banque Africaine De DÃƒÂ©veloppement
440,IGO_440,United Nations Human Rights Council,Intergovernmental Organization,,,UNHRC,,,,,United Nations,1.0,,,,,,,,,United Nations Human Rights Council None is an office of the United Nations.,UNHRC | UNCHR | United Nations Human Rights Council | United Nations Commission On Human Rights | U.N. Human Rights Council | Un Human Rights Council | United Nations Human Rights Council (UNHRC)
441,CON_441,Belgium,Country/State,,,,BEL,Belgium,211.0,Europe,,,,,,31.0,Government of Belgium,https://ucdp.uu.se/actor/31,Government of Belgium (2019-2020),,Belgium is a Country/state in Europe.,Belgium | Belgium United States America | Kingdom Belgium | Kingdom of Belgium
442,POL_442,Harkat-e-Inquilab-e-Islami,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,Harakat-e Islami,,Harkat-e-Inquilab-e-Islami None is a Political Party based in Afghanistan.,Islamic Revolution Movement | Islamic and National Revolution Movement of Afghanistan
443,POL_443,Hezbe Wahdat,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,Hizb-e Wahdat-e Islami,,Hezbe Wahdat None is a Political Party based in Afghanistan.,the Unity Party | Hezb-e Wahdat-e Islami Afghanistan | Islamic Unity Party of Afghanistan
444,POL_444,Etelaf-e Milli,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Etelaf-e Milli None is a Political Party based in Afghanistan.,National Coalition of Afghanistan | Coalition for Change and Hope
445,POL_445,Jamayat-E-Islami,Political Party,,,Jamiat,AFG,Afghanistan,700.0,Asia,,,,,,,,,JI: Jamiat-e-Islami,JI: Jamaat-e-Islami,Jamayat-E-Islami None is a Political Party based in Afghanistan.,Islamic Society | Jamiat-e-Islami | Jamiati Islami
446,POL_446,Ittehad-e-Islami,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,,,,,,Ittehad-e-Islami None is a Political Party based in Afghanistan.,Islamic Union for the Liberation of Afghanistan | Islamic Dawah Organization of Afghanistan | Ittehad-e Islami bara-ye Azadi-ye Afghanistan | Tanzim-e Dahwat-e Islami-ye Afghanistan
447,ARM_447,Hezb-e-Islami,Armed Organization,,,,AFG,Afghanistan,700.0,Asia,,,,,,299.0,Hizb-i Islami-yi Afghanistan,https://ucdp.uu.se/actor/299,HIG: Hezb-e Islami-Gulbuddin,Hezbi Islami,Hezb-e-Islami None is an Armed Organization based in Afghanistan.,
448,POL_448,National Islamic Front of Afghanistan,Political Party,,,,AFG,Afghanistan,700.0,Asia,,,,,,296.0,Mahaz-i Milli-yi Islami-yi Afghanistan ,https://ucdp.uu.se/actor/296,,,National Islamic Front of Afghanistan None is a Political Party based in Afghanistan.,Mahaz-e Milli-ye Islami-ye Afghanistan | Mahaz-i Milli-yi Islami-yi Afghanistan
449,POL_449,Central African Democratic Rally,Political Party,,,RDC,CAF,Central African Republic,482.0,Africa,,,,,,,,,,,Central African Democratic Rally None is a Political Party based in Central African Republic.,
450,NGO_450,"Human rights, justice and democracy groups",Civil Society,Non-governmental Organization,Other,,CAF,Central African Republic,482.0,Africa,,,,1.0,,,,,,,"Human rights, justice and democracy groups is a non-governmental organisation/civil society representative based in Central African Republic.",
